,sumA,sumO,sumE,sumN,sumC,age
1246,14,8,-8,-25,-12,15
1247,10,-2,-11,-16,-3,15
1248,3,6,-19,-25,-5,15
1249,12,22,4,-34,3,15
1250,24,8,7,-24,5,15
1251,11,13,-9,-12,2,15
1252,8,13,-13,-8,3,15
1253,20,16,-11,-29,-4,15
1254,15,7,0,-21,4,15
1255,11,14,-5,-21,-4,15
1256,-5,14,-12,-22,-2,15
1257,5,17,1,-32,-8,15
1258,23,19,-4,-25,6,15
1259,19,26,-5,-23,9,15
1260,16,15,-5,-14,-4,15
1261,7,13,-8,-18,-7,15
1262,17,12,1,-21,-5,15
1263,15,17,-15,-20,6,15
1264,22,15,12,-14,2,15
1265,17,14,-4,-13,-5,15
1266,23,24,12,-25,3,15
1267,9,18,-20,-25,-1,15
1268,15,18,-16,-12,1,15
1269,22,1,-2,-33,16,15
1270,13,16,-10,-22,3,15
1271,13,8,-2,-14,9,15
1272,13,11,-8,-23,12,15
1273,17,17,-7,-6,-7,15
1274,9,7,-15,-22,0,15
1275,25,18,-8,-19,4,15
1276,9,12,2,-11,5,15
1277,-7,9,-8,-17,-11,15
1278,21,11,6,-23,2,15
1279,8,14,-2,-33,-9,15
1280,20,14,2,-20,13,15
1281,0,13,-14,-20,-1,15
1282,-6,6,-8,-23,-7,15
1283,20,5,-10,-32,-1,15
1284,12,16,-10,-15,-3,15
1285,1,2,-4,-14,6,15
1286,14,19,0,-13,-1,15
1287,11,9,3,-12,-2,15
1288,9,13,-10,-26,5,15
1289,16,11,-7,-18,4,15
1290,9,17,-3,-22,-5,15
1291,12,19,-9,-16,5,15
1292,25,9,-8,-10,-1,15
1293,17,6,-4,-21,-1,15
1294,21,15,5,-26,3,15
1295,21,19,5,-9,10,15
1296,15,-3,0,-22,4,15
1297,8,16,-13,-25,0,15
1298,1,21,-11,-20,3,15
1299,19,16,-18,-28,-4,15
1300,18,9,5,-13,3,15
1301,7,6,-23,-26,-7,15
1302,9,18,-5,-22,-8,15
1303,19,17,-22,-16,-8,15
1304,19,15,-10,-26,-6,15
1305,4,21,-24,-23,1,15
1306,13,18,4,-17,2,15
1307,0,10,-17,-11,-5,15
1308,18,21,-6,-28,9,15
1309,17,18,-2,-22,0,15
1310,10,10,-16,-11,7,15
1311,18,20,1,-18,8,15
1312,9,19,9,-10,-1,15
1313,5,19,-25,-10,2,15
1314,14,18,3,-20,-2,15
1315,5,14,-7,-20,-1,15
1316,12,20,-7,-21,-6,15
1317,17,6,-15,-17,0,15
1318,14,12,-7,-29,-5,15
1319,17,14,2,-23,1,15
1320,20,18,6,-11,8,15
1321,-7,21,-26,-38,-8,15
1322,17,24,-4,-17,0,15
1323,4,9,-12,-20,4,15
1324,18,18,2,-29,8,15
1325,24,20,-9,-23,-9,15
1326,25,23,-11,-7,5,15
1327,12,10,-11,-27,7,15
1328,-1,14,-17,-30,-4,15
1329,23,11,7,-26,6,15
1330,9,15,-12,-26,-4,15
1331,13,9,-7,-15,7,15
1332,16,11,4,-5,8,15
1333,13,5,4,-11,-9,15
1334,16,15,-11,-4,2,15
1335,17,7,-14,-24,7,15
1336,4,5,-10,-34,-15,15
1337,4,14,1,-16,-5,15
1338,15,6,-14,-23,-3,15
1339,20,25,-14,-30,0,15
1340,12,8,-10,-20,-4,15
1341,15,21,-17,-32,16,15
1342,23,24,-18,-28,8,15
1343,16,19,-2,-17,1,15
1344,-8,22,-24,-10,4,15
1345,15,16,-17,-21,8,15
1346,18,10,-6,-22,-2,15
1347,6,22,-2,-7,-9,15
1348,5,-1,-3,-23,-7,15
1349,6,23,3,-17,-13,15
1350,12,11,-6,-19,6,15
1351,14,16,6,-9,5,15
1352,12,6,-4,-28,17,15
1353,14,26,-8,-12,-8,15
1354,9,13,-10,-29,3,15
1355,5,8,-20,-24,-9,15
1356,-7,21,-17,-18,20,15
1357,15,13,-14,-21,-1,15
1358,5,5,0,-12,-9,15
1359,14,15,-6,-12,-4,15
1360,21,20,-6,-24,19,15
1361,-8,22,-15,-22,-3,15
1362,-9,19,-18,-4,-11,15
1363,7,13,-2,-24,-6,15
1364,11,16,-9,-25,-1,15
1365,6,9,-10,-24,-6,15
1366,21,16,3,-18,8,15
1367,11,11,-3,-23,-14,15
1368,6,8,-26,-34,-4,15
1369,15,8,-16,-26,7,15
1370,15,22,0,-24,-10,15
1371,16,15,-2,-29,4,15
1372,18,11,-22,-24,-10,15
1373,14,19,-13,-20,1,15
1374,-3,12,2,-13,7,15
1375,9,19,-7,-16,1,15
1376,-2,11,-13,-24,4,15
1377,0,11,-23,-35,-5,15
1378,12,12,-15,-12,0,15
1379,15,19,-16,-27,2,15
1380,16,18,-9,-18,4,15
1381,22,20,-5,-20,3,15
1382,18,7,-6,-23,-2,15
1383,19,16,-1,-18,3,15
1384,6,5,-23,-6,14,15
1385,17,10,-15,-20,-3,15
1386,-2,6,-9,-19,0,15
1387,14,20,5,-16,6,15
1388,20,20,-11,-20,-4,15
1389,23,16,4,-25,-2,15
1390,11,19,2,-28,0,15
1391,18,14,-7,-13,5,15
1392,10,15,-4,-21,0,15
1393,14,17,-19,-23,9,15
1394,14,13,-9,-30,-3,15
1395,16,12,-21,-25,-3,15
1396,7,7,-10,-26,-12,15
1397,16,8,-3,-25,-4,15
1398,20,19,4,-26,17,15
1399,-6,14,-18,-19,-18,15
1400,13,11,-10,-19,3,15
1401,19,26,2,-27,4,15
1402,15,16,-7,-17,3,15
1403,22,15,5,-30,5,15
1404,17,21,-10,-21,8,15
1405,20,10,-4,-30,-2,15
1406,17,22,-10,-21,19,15
1407,21,16,-3,-24,-4,15
1408,15,13,-12,-16,-1,15
1409,22,12,-16,-20,-9,15
1410,10,16,-22,-12,0,15
1411,18,19,4,-26,-1,15
1412,2,12,6,-24,7,15
1413,20,16,7,-22,-6,15
1414,4,19,-22,-30,-5,15
1415,14,16,2,-10,-5,15
1416,10,14,6,-24,-3,15
1417,18,16,-1,-26,-8,15
1418,13,16,-13,-14,-1,15
1419,25,24,2,-15,18,15
1420,14,12,-26,-30,-2,15
1421,4,17,-17,-31,0,15
1422,16,11,-7,-26,4,16
1423,14,6,1,-17,3,16
1424,18,14,-10,-11,8,16
1425,16,11,-23,-37,2,16
1426,1,24,-24,-22,17,16
1427,4,15,-5,-25,0,16
1428,-6,23,-11,-36,-9,16
1429,16,5,-19,-12,2,16
1430,4,18,-2,-24,2,16
1431,13,14,-14,-13,14,16
1432,12,9,-7,-23,5,16
1433,15,15,10,-14,-11,16
1434,9,-5,-2,-33,-14,16
1435,6,16,-15,-27,0,16
1436,15,10,0,-28,-1,16
1437,-9,20,2,-15,-11,16
1438,0,18,-21,-13,7,16
1439,15,16,3,-11,-6,16
1440,4,-2,-1,-22,-6,16
1441,16,-1,-12,-30,-4,16
1442,12,25,11,-8,-1,16
1443,17,14,-22,-29,4,16
1444,5,17,-15,-14,4,16
1445,20,14,-16,-27,-3,16
1446,4,14,3,-17,8,16
1447,13,22,12,-12,0,16
1448,-14,10,-2,-30,-10,16
1449,15,13,-7,-17,-4,16
1450,16,17,-12,-18,-2,16
1451,22,16,-10,-16,17,16
1452,23,15,-12,-15,6,16
1453,9,12,-7,-25,4,16
1454,14,16,-15,-24,3,16
1455,15,18,-21,-26,-7,16
1456,11,2,-12,-29,-1,16
1457,13,20,1,-15,1,16
1458,20,21,1,-26,1,16
1459,5,17,-10,-12,1,16
1460,7,12,-10,-2,16,16
1461,-1,12,3,-30,-5,16
1462,22,17,-7,-22,-6,16
1463,23,25,6,-17,-3,16
1464,13,15,2,-10,2,16
1465,23,21,5,-12,-1,16
1466,16,16,-2,-20,8,16
1467,5,20,-12,-27,5,16
1468,22,21,7,-18,-4,16
1469,11,11,-6,-24,3,16
1470,10,9,-6,-22,-4,16
1471,19,5,2,-9,8,16
1472,22,16,-11,-28,10,16
1473,6,17,-10,-23,-4,16
1474,4,12,-15,-29,-8,16
1475,16,7,-3,-27,3,16
1476,15,13,-11,-20,-2,16
1477,3,13,-9,-32,-9,16
1478,13,21,-3,-17,6,16
1479,16,22,8,-13,2,16
1480,20,15,0,-22,4,16
1481,15,19,1,-24,-1,16
1482,24,22,-10,-31,-7,16
1483,24,5,5,-24,-4,16
1484,18,5,2,-25,-12,16
1485,-6,6,3,-20,4,16
1486,12,13,-5,-15,-9,16
1487,9,11,-8,-19,-2,16
1488,14,21,0,-16,-3,16
1489,6,12,-4,-32,-5,16
1490,19,21,-18,-34,-7,16
1491,8,5,-20,-32,-9,16
1492,11,16,-13,-16,0,16
1493,15,6,-20,-26,1,16
1494,17,18,2,-19,-1,16
1495,14,17,-3,-17,7,16
1496,18,19,6,-11,16,16
1497,17,18,-8,-15,3,16
1498,13,12,-4,-14,7,16
1499,22,8,14,-31,2,16
1500,16,15,-4,-19,2,16
1501,10,9,-8,-21,0,16
1502,24,14,8,-21,7,16
1503,19,16,-9,-18,8,16
1504,19,13,-2,-25,2,16
1505,22,10,1,-21,3,16
1506,-1,13,3,-28,-6,16
1507,12,8,-1,-15,1,16
1508,11,9,3,-26,-9,16
1509,14,15,-1,-17,10,16
1510,13,6,-1,-22,6,16
1511,7,17,-18,-27,5,16
1512,3,-1,-14,-35,-1,16
1513,17,19,2,-23,2,16
1514,20,19,2,-11,8,16
1515,17,15,3,-22,-2,16
1516,24,13,7,-17,7,16
1517,14,16,-4,-11,-7,16
1518,19,19,-11,-18,-4,16
1519,6,20,-10,-20,5,16
1520,12,6,-2,-12,5,16
1521,10,9,4,-18,1,16
1522,8,8,-7,-6,-1,16
1523,13,15,-5,-18,7,16
1524,14,13,-22,-27,9,16
1525,22,17,-18,-30,0,16
1526,12,16,-6,-28,-1,16
1527,11,15,-6,-20,9,16
1528,8,5,-6,-8,2,16
1529,14,6,-7,-24,1,16
1530,7,25,-10,-8,8,16
1531,14,18,9,-12,0,16
1532,18,19,-6,-15,4,16
1533,12,12,-11,-18,2,16
1534,17,15,-9,-19,1,16
1535,18,9,-13,-22,-1,16
1536,-8,22,-20,-15,1,16
1537,18,15,4,-21,-2,16
1538,9,4,-14,-21,-3,16
1539,17,19,-12,-18,4,16
1540,5,19,-20,-16,-4,16
1541,13,8,-13,-34,6,16
1542,26,9,7,-11,12,16
1543,26,21,12,-11,11,16
1544,7,19,-11,-14,-3,16
1545,20,22,-15,-24,1,16
1546,3,12,-3,-12,1,16
1547,13,12,4,-17,-8,16
1548,6,12,11,-25,-3,16
1549,22,21,-11,-27,-5,16
1550,8,16,0,-26,3,16
1551,-2,20,-16,-29,9,16
1552,22,24,3,-8,15,16
1553,16,15,-1,-17,10,16
1554,4,-1,-24,-25,1,16
1555,-4,5,-4,-22,-7,16
1556,8,23,-17,-28,13,16
1557,6,12,-14,-17,2,16
1558,6,20,-7,-30,-1,16
1559,17,15,0,-21,1,16
1560,-6,15,-20,-38,-9,16
1561,12,22,-11,-16,-2,16
1562,9,10,-13,-28,7,16
1563,7,9,-8,-32,5,16
1564,14,8,-1,-10,-3,16
1565,4,14,2,-15,-12,16
1566,15,15,1,-17,5,16
1567,20,14,2,-29,-5,16
1568,2,16,2,-8,-13,16
1569,12,8,-16,-30,0,16
1570,7,23,-11,-25,0,16
1571,23,18,5,-7,5,16
1572,23,24,3,-11,3,16
1573,13,19,-7,-17,1,16
1574,15,18,3,-15,0,16
1575,12,6,-15,-23,10,16
1576,22,5,-19,-22,5,16
1577,-9,16,-21,-34,-9,16
1578,14,8,-14,-26,11,16
1579,11,17,-6,-15,1,16
1580,15,23,2,-17,-5,16
1581,-4,16,-13,-20,-4,16
1582,16,4,-4,-27,-10,16
1583,18,19,-20,-31,-3,16
1584,12,5,-6,-16,6,16
1585,16,3,-11,-12,5,16
1586,16,12,-1,-10,-12,16
1587,5,16,8,-25,-3,16
1588,16,5,-8,-17,-6,16
1589,18,21,-7,-12,1,16
1590,24,22,-10,-19,4,16
1591,20,18,2,-5,3,16
1592,18,7,0,-15,-3,16
1593,13,14,-22,-26,2,16
1594,20,10,13,-24,-2,16
1595,16,14,-2,-13,6,16
1596,22,16,-6,-25,3,16
1597,12,17,1,-12,5,16
1598,15,12,-10,-22,-2,16
1599,12,19,10,-15,4,16
1600,-4,3,-3,-33,8,16
1601,14,13,-8,-18,-1,16
1602,21,14,-22,-13,-8,16
1603,18,17,2,-30,-8,16
1604,8,14,-18,-19,8,16
1605,15,7,0,-9,0,16
1606,18,15,-5,-13,5,16
1607,-6,19,-26,-38,-4,16
1608,7,16,-6,-20,-1,16
1609,3,19,1,-27,-2,16
1610,8,20,-7,-20,-3,16
1611,22,25,-10,-13,-7,16
1612,0,20,9,-5,-7,16
1613,14,11,-16,-28,3,16
1614,10,16,6,-11,7,16
1615,14,20,-2,-13,-1,16
1616,24,25,-9,-16,5,16
1617,20,20,-2,-13,3,16
1618,14,13,4,-10,7,16
1619,-3,21,-4,-11,9,16
1620,10,16,-8,-22,0,16
1621,10,2,-10,-22,0,16
1622,5,14,-18,-21,9,16
1623,9,8,-10,-26,2,16
1624,20,17,7,-25,6,16
1625,9,8,-10,-19,3,16
1626,18,17,-19,-27,0,16
1627,3,24,-13,-3,8,16
1628,14,14,-1,-11,11,16
1629,3,25,2,0,0,16
1630,16,13,1,-19,0,16
1631,2,15,6,-15,0,16
1632,18,18,-13,-25,-5,16
1633,12,13,-7,-22,-2,16
1634,6,10,-17,-17,-6,16
1635,14,11,3,-20,-5,16
1636,7,17,-10,-24,1,16
1637,7,11,-7,-15,2,16
1638,-8,18,-20,-34,-8,16
1639,22,10,-2,-2,6,16
1640,9,11,8,-11,6,16
1641,14,19,-6,-31,-12,16
1642,-10,24,12,-28,16,16
1643,14,12,-7,-25,-2,16
1644,14,18,-4,-22,-4,16
1645,17,7,3,-13,7,16
1646,16,11,-9,-20,2,16
1647,17,0,-19,-18,6,16
1648,-7,14,-23,-23,-1,16
1649,20,20,8,-8,13,16
1650,20,24,0,-17,-3,16
1651,-1,18,-22,-23,6,16
1652,4,5,-14,-20,-3,16
1653,25,20,8,-2,12,16
1654,21,21,5,-11,-4,16
1655,-2,18,-25,-18,9,16
1656,23,14,-2,-16,10,16
1657,6,14,-4,-10,11,16
1658,-2,18,-12,-33,0,16
1659,18,23,5,-8,2,16
1660,10,23,-7,-15,3,16
1661,2,15,-9,-26,-4,16
1662,11,21,-14,-28,-2,16
1663,-3,12,-20,-27,-2,16
1664,20,18,-8,-27,10,16
1665,24,18,-7,-21,-5,16
1666,-1,10,-20,-22,-7,16
1667,22,17,2,-9,11,16
1668,9,8,-2,-22,-2,16
1669,9,2,-13,-19,5,16
1670,14,19,-1,-7,-5,16
1671,11,11,-1,-14,1,16
1672,17,16,-6,-25,1,16
1673,16,21,10,-10,5,16
1674,14,12,-13,-24,-5,16
1675,23,12,-14,-22,13,16
1676,10,8,2,-14,2,16
1677,11,18,-7,-16,-6,16
1678,13,7,-16,-26,2,16
1679,8,10,-17,-32,-4,16
1680,21,15,3,-18,-5,16
1681,14,17,4,-12,-4,16
1682,17,12,-2,-23,-5,16
1683,14,14,1,-10,5,16
1684,12,18,-17,-35,-5,16
1685,16,15,-16,-27,1,16
1686,23,22,10,-8,9,16
1687,7,16,-13,-19,4,16
1688,3,14,-5,-27,-1,16
1689,23,17,12,-6,3,16
1690,24,26,-8,-30,12,16
1691,20,19,-3,-19,3,16
1692,24,19,-14,-15,4,16
1693,14,11,-13,-19,-4,16
1694,15,19,-3,-23,-1,16
1695,18,16,-1,-28,2,16
1696,-1,8,-7,-25,-3,16
1697,16,14,-11,-10,-2,16
1698,21,16,2,-26,-5,16
1699,23,25,-19,-13,-4,16
1700,5,13,-23,-26,-6,16
1701,11,20,-17,-26,7,16
1702,11,6,-5,-19,0,16
1703,18,15,-5,-9,1,16
1704,17,22,10,-8,12,16
1705,10,18,0,-10,8,16
1706,5,9,-13,-26,3,16
1707,-7,11,-21,-26,1,16
1708,16,22,-16,-30,-6,16
1709,26,22,-12,-22,3,16
1710,20,9,-5,-23,-7,16
1711,18,20,-1,1,-4,16
1712,16,21,-12,-15,16,16
1713,20,18,-12,-26,6,16
1714,23,24,3,-18,8,16
1715,13,15,-6,-7,4,16
1716,26,25,-5,-20,8,16
1717,22,17,0,-11,14,16
1718,20,-1,-6,-32,-3,16
1719,14,12,-5,-16,-5,16
1720,19,20,-2,-15,5,16
1721,20,25,-5,-24,4,16
1722,20,17,-4,-20,-1,16
1723,15,17,-8,-17,-3,16
1724,21,20,9,-20,6,16
1725,19,13,-4,-31,9,16
1726,19,8,-13,-14,0,16
1727,15,3,-4,-30,-3,16
1728,16,15,-6,-10,-9,16
1729,7,10,-4,-24,11,16
1730,15,8,6,-14,1,16
1731,10,13,-14,-17,0,16
1732,12,21,-5,-24,3,16
1733,10,14,-2,-22,0,16
1734,6,19,-9,-20,9,16
1735,17,17,10,-14,1,16
1736,23,24,-1,-19,3,16
1737,22,24,0,-32,0,16
1738,16,18,9,-15,7,16
1739,4,18,-16,-21,3,16
1740,22,15,-6,-8,5,16
1741,4,12,-13,-13,-1,16
1742,17,13,5,-25,0,16
1743,7,14,-1,-32,3,16
1744,16,15,0,-20,4,16
1745,17,11,-3,-24,8,16
1746,18,9,10,-2,11,16
1747,15,22,-4,-15,8,16
1748,14,17,-2,-16,-2,16
1749,20,18,-8,-25,3,16
1750,10,14,-5,-16,-4,16
1751,23,21,-7,-23,-5,16
1752,13,11,-2,-24,5,16
1753,12,6,-17,-32,3,16
1754,9,10,-11,-8,-1,16
1755,15,-3,-7,-19,4,16
1756,21,9,-12,-12,1,16
1757,5,9,-9,-18,3,16
1758,12,14,-12,-25,5,16
1759,14,14,6,-37,-11,16
1760,13,8,-8,-24,-1,16
1761,8,17,-10,-31,3,16
1762,6,19,4,-7,9,16
1763,14,13,6,-5,-1,16
1764,11,8,2,-11,-5,16
1765,8,6,-22,-20,2,16
1766,13,7,-6,-18,4,16
1767,10,20,-1,-4,0,16
1768,22,21,4,-3,2,16
1769,21,24,3,-25,6,16
1770,11,7,-10,-20,1,16
1771,19,10,-15,-8,10,16
1772,9,15,1,-15,-2,16
1773,11,10,-10,-22,8,16
1774,10,10,0,-13,7,16
1775,14,11,-7,-26,-5,16
1776,13,15,-17,-29,-11,16
1777,18,14,6,-27,6,16
1778,19,16,-12,-28,3,16
1779,19,24,-4,-5,0,16
1780,23,20,-3,-22,12,16
1781,24,9,8,-31,9,16
1782,21,21,-6,-19,8,16
1783,2,14,-13,-24,-3,16
1784,17,22,0,-24,-6,16
1785,9,10,-13,-32,-11,16
1786,11,-2,-5,-28,-7,16
1787,9,13,2,-19,-5,16
1788,23,4,-12,-20,2,16
1789,6,3,-5,-14,-4,16
1790,12,13,-10,-17,6,16
1791,14,15,6,-8,-8,16
1792,11,15,-5,-29,-14,16
1793,9,-1,-1,-26,-10,16
1794,7,11,10,-12,1,16
1795,-11,19,1,-19,2,16
1796,2,9,-16,-21,-2,16
1797,25,11,-15,-30,-3,16
1798,22,13,2,-15,-2,16
1799,17,18,-13,-24,1,16
1800,21,18,1,-12,4,16
1801,15,23,-13,-9,5,16
1802,8,17,-24,-28,5,16
1803,5,10,-21,-16,1,16
1804,7,6,-8,-20,-5,16
1805,13,23,-15,-13,-9,16
1806,14,19,2,-10,2,16
1807,11,9,-16,-18,1,16
1808,7,15,-9,-17,-2,16
1809,18,20,-5,-21,-3,16
1810,15,18,-7,-17,-5,16
1811,19,16,-3,-21,1,16
1812,15,10,-1,-29,-5,16
1813,20,13,-17,-19,15,16
1814,18,4,-5,-19,-2,16
1815,23,24,-6,-13,14,16
1816,19,14,-17,-22,13,16
1817,24,24,5,-24,-3,16
1818,20,4,-11,-18,1,16
1819,11,12,-8,-5,5,16
1820,14,9,-7,-17,1,16
1821,20,15,-8,-34,-3,16
1822,18,15,4,-23,7,16
1823,18,20,2,-22,6,16
1824,12,22,-4,-16,0,16
1825,18,24,-21,-30,10,16
1826,17,21,10,-14,6,16
1827,14,9,3,-17,1,16
1828,15,16,-2,-17,6,16
1829,25,6,5,-18,9,16
1830,14,18,3,-20,2,16
1831,3,13,-17,-25,-4,16
1832,19,17,5,-17,5,16
1833,14,5,-11,-24,-2,16
1834,15,-2,-20,-30,-6,16
1835,8,14,6,-8,0,16
1836,9,10,-17,-23,2,16
1837,18,26,14,-30,-8,16
1838,2,21,-18,-28,12,16
1839,16,19,-6,-25,-5,16
1840,20,17,7,-13,6,16
1841,11,19,-13,-11,3,16
1842,14,9,-15,-13,-2,16
1843,20,18,-4,-21,8,16
1844,19,15,-17,-20,-6,16
1845,20,16,13,-31,3,16
1846,14,21,4,-14,4,16
1847,3,10,-15,-25,-6,16
1848,5,10,-15,-25,-3,16
1849,6,20,3,-5,-1,16
1850,21,22,-16,-33,-2,16
1851,20,13,12,-9,-5,16
1852,24,21,-3,-25,-9,16
1853,11,17,3,-11,4,16
1854,7,21,-8,-12,3,16
1855,8,13,-18,-26,-4,16
1856,8,12,-10,-31,3,16
1857,14,12,-10,-24,-8,16
1858,19,19,10,2,5,16
1859,-12,17,-14,-7,-3,16
1860,18,14,3,-11,1,16
1861,4,10,-9,-28,-11,16
1862,25,20,-4,-16,8,16
1863,8,19,-6,-28,0,16
1864,16,22,8,-7,-5,16
1865,15,22,-7,-36,12,16
1866,10,15,-8,-7,-4,16
1867,13,22,-18,-13,0,16
1868,15,9,-7,-23,9,16
1869,19,15,-3,-16,9,16
1870,16,19,-6,-22,4,16
1871,20,13,3,-10,10,16
1872,17,19,0,-8,-3,16
1873,10,12,-1,-14,4,16
1874,9,13,0,-12,6,16
1875,24,25,5,-26,1,16
1876,21,22,-11,-8,8,16
1877,10,18,-6,-21,4,16
1878,22,21,8,-12,19,16
1879,12,16,-6,-17,4,16
1880,10,6,-6,-14,-1,16
1881,11,11,-4,-20,-3,16
1882,19,22,-4,-17,7,16
1883,18,16,-2,-31,3,16
1884,6,20,-5,-30,-3,16
1885,-2,10,5,0,4,16
1886,15,9,-8,-32,-1,16
1887,8,18,7,-8,1,16
1888,13,14,-12,-35,-8,16
1889,-2,17,-13,-18,9,16
1890,26,13,-5,-14,16,16
1891,15,17,-8,-14,8,16
1892,21,20,7,-9,19,16
1893,0,17,-8,-28,2,16
1894,25,21,-6,-21,-3,16
1895,14,22,-4,-13,-4,16
1896,26,23,-10,-13,9,16
1897,8,14,-6,-22,-2,16
1898,12,16,7,-15,-2,16
1899,18,18,5,-20,-2,16
1900,21,26,6,-17,10,16
1901,21,25,-2,-7,15,16
1902,19,22,2,-7,8,16
1903,7,10,-2,-32,-12,16
1904,17,19,-18,-25,2,16
1905,21,12,-10,-25,15,16
1906,10,7,-23,-12,0,16
1907,18,16,3,-24,3,16
1908,14,23,8,-19,-1,16
1909,9,16,-8,-12,10,16
1910,19,18,8,-14,2,16
1911,3,9,-8,-12,7,16
1912,13,17,-11,-20,2,16
1913,3,20,-19,-28,-6,16
1914,11,6,-5,-19,-5,16
1915,20,11,-9,-24,5,16
1916,22,18,14,-10,16,16
1917,8,-2,3,-19,-6,16
1918,4,19,2,-13,-5,16
1919,23,9,1,-27,4,16
1920,11,4,-22,-32,4,16
1921,23,20,-7,-6,5,16
1922,14,15,-3,-15,-3,16
1923,22,16,-10,-21,8,16
1924,8,13,0,-13,2,16
1925,22,21,3,-14,4,16
1926,20,9,10,-15,7,16
1927,10,3,-1,-17,-1,16
1928,18,18,-12,-27,-3,16
1929,16,10,-2,-23,-2,16
1930,17,11,-7,-23,1,16
1931,-10,18,6,-10,-4,16
1932,9,10,-19,-21,-8,16
1933,11,13,2,-6,-2,16
1934,11,11,9,-15,-9,16
1935,7,20,-8,-36,-6,16
1936,18,15,-6,-10,15,16
1937,22,8,11,-15,0,16
1938,12,16,-11,-27,2,16
1939,5,6,0,-21,-6,16
1940,12,17,-15,-18,6,16
1941,17,24,-5,-18,3,16
1942,17,12,-7,-16,-1,16
1943,20,22,-19,-8,0,16
1944,8,12,-5,-18,2,16
1945,2,11,-20,-20,10,16
1946,17,13,-5,-28,0,16
1947,9,19,-8,-9,8,16
1948,16,10,-20,-23,-2,16
1949,9,13,4,-28,-3,16
1950,24,21,11,-18,8,16
1951,15,25,-16,-19,13,16
1952,21,13,-2,-29,14,16
1953,10,18,-3,-19,-4,16
1954,10,9,-4,-29,2,16
1955,16,8,-7,-20,7,16
1956,-8,4,4,-15,-6,16
1957,-3,11,-18,-10,-7,16
1958,4,19,-15,-18,1,16
1959,10,8,-15,-22,0,16
1960,3,22,-10,-26,4,16
1961,2,21,-13,-13,9,16
1962,17,8,-3,-23,6,16
1963,17,9,-9,-24,4,16
1964,-3,21,-20,-8,6,16
1965,18,19,7,-11,14,16
1966,23,21,-13,-19,0,16
1967,13,18,4,-26,2,16
1968,8,15,-13,-16,5,16
1969,12,14,-3,-13,0,16
1970,22,22,10,-20,1,16
1971,10,9,2,-9,-2,16
1972,9,19,-12,-25,8,16
1973,14,18,8,-15,5,16
1974,7,13,10,-26,-16,16
1975,21,21,-17,-18,0,16
1976,19,13,-10,-23,3,16
1977,10,3,-17,-22,-3,16
1978,6,15,-10,-19,-1,16
1979,19,22,-1,-8,6,16
1980,15,20,2,-17,-5,16
1981,4,12,-13,-11,9,16
1982,18,10,-10,-22,3,16
1983,24,18,5,-14,-8,16
1984,14,13,2,-9,-2,16
1985,16,13,-1,-22,7,16
