,gender,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,E_Tot,N_Tot,A_Tot,C_Tot,O_Tot
113,2,3,5,4,5,5,5,3,5,5,4,2,2,1,2,4,4,2,4,1,4,4,5,1,4,5,5,4,5,4,4,1,1,4,2,1,1,3,2,4,4,3,4,5,5,5,5,4,2,5,5,44,26,41,23,43
114,2,2,3,3,2,3,3,2,2,2,2,2,3,2,3,4,3,3,3,2,3,5,4,4,4,5,4,4,4,5,4,4,4,3,3,3,3,3,4,4,3,3,4,4,4,3,4,3,2,4,3,24,28,43,34,34
115,1,2,4,2,2,4,4,1,4,4,1,2,3,1,2,5,2,4,2,2,2,4,4,4,4,4,2,4,2,4,2,4,4,4,2,1,4,4,4,4,3,5,5,5,5,4,5,4,5,5,4,28,25,34,34,47
116,1,4,5,4,5,4,5,4,5,5,5,2,2,3,4,2,3,2,2,2,4,2,3,3,2,2,2,2,1,4,4,4,3,4,3,3,3,3,3,2,4,5,5,5,5,5,5,4,5,4,5,46,26,25,32,48
117,2,1,2,2,1,2,2,1,1,2,2,2,3,2,1,3,4,3,4,4,2,4,4,5,4,3,2,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,3,16,28,36,50,41
118,2,3,4,3,4,4,3,2,2,2,2,2,2,2,4,4,3,4,4,3,4,5,5,5,5,5,5,5,5,5,3,4,2,4,4,4,4,4,5,4,3,3,3,4,2,2,3,4,2,3,2,29,32,48,38,28
119,1,1,2,4,4,4,4,3,4,4,4,5,4,4,5,4,4,5,5,3,5,5,4,5,4,5,5,5,4,4,3,3,5,2,5,3,4,3,3,4,4,5,3,5,5,5,5,3,5,4,5,34,44,44,36,45
120,2,4,4,5,4,4,5,4,5,4,4,4,3,4,5,4,4,5,4,5,5,4,5,5,4,5,3,5,4,3,4,4,4,5,5,4,5,3,5,3,4,5,5,5,5,5,5,5,5,4,5,43,43,42,42,49
121,2,5,5,5,5,5,5,3,2,5,5,5,1,3,4,1,1,1,2,1,5,3,3,3,2,1,1,1,2,2,5,1,2,1,2,2,1,2,5,3,5,4,2,1,2,5,1,5,4,5,5,45,24,23,24,34
122,2,2,2,3,2,3,2,2,3,2,3,1,3,1,2,4,3,2,2,2,1,4,4,4,4,4,4,4,5,4,4,3,2,3,2,3,4,3,4,3,4,4,4,4,4,3,5,3,3,4,4,24,21,41,31,38
123,2,2,3,3,2,2,3,2,1,1,1,2,2,2,3,4,2,2,2,2,4,5,4,4,4,4,4,3,4,4,3,5,5,5,5,3,5,5,5,5,5,3,3,3,2,4,3,4,3,4,3,20,25,39,48,32
124,1,4,4,5,4,3,3,4,4,5,2,3,4,3,2,1,5,3,5,2,4,2,3,1,2,2,2,3,3,3,5,3,2,4,3,2,2,2,3,2,3,3,4,5,4,3,5,4,4,4,5,38,32,26,26,41
125,2,3,4,3,4,4,4,4,4,4,3,1,2,1,2,3,2,2,2,2,4,4,4,3,5,4,4,4,4,4,4,2,2,4,1,2,2,3,3,2,3,3,4,4,4,4,4,3,4,4,4,37,21,40,24,38
126,2,5,3,5,2,3,4,3,1,1,5,3,5,1,2,3,5,3,4,3,5,5,3,5,5,5,5,4,5,5,5,4,2,5,4,3,5,5,3,5,5,4,5,4,4,4,5,5,4,3,4,32,34,47,41,42
127,2,2,5,1,2,4,5,1,3,4,1,1,1,2,4,2,2,1,1,1,2,3,2,3,3,3,3,3,2,4,3,3,1,4,3,3,3,3,4,3,4,5,5,5,4,5,4,4,5,5,5,28,17,29,31,47
128,1,4,5,5,4,5,5,4,3,3,4,5,4,2,3,2,5,4,5,4,4,4,5,3,5,3,3,5,4,4,4,3,4,4,2,3,4,3,4,2,3,4,4,4,4,5,5,4,4,5,4,42,38,40,32,43
129,1,5,5,5,5,5,5,5,2,4,5,5,5,1,5,3,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,3,4,4,3,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,46,43,49,43,47
130,2,2,4,2,2,3,4,3,2,1,3,2,2,2,2,4,3,3,3,2,2,4,3,3,3,3,3,3,2,3,2,1,2,3,2,1,2,2,2,1,3,4,4,4,3,3,5,3,3,4,3,26,25,29,19,36
131,2,5,5,4,5,5,4,5,2,4,4,1,2,2,3,2,2,1,2,2,2,5,5,5,5,5,4,5,4,4,2,1,3,3,3,4,4,5,5,4,2,5,5,3,5,4,4,4,4,5,4,43,19,44,34,43
132,2,3,1,2,1,2,5,1,1,2,1,3,3,2,3,4,4,3,4,3,3,4,3,3,3,4,3,4,4,2,2,3,3,4,4,2,4,4,4,4,3,3,5,4,4,3,4,3,2,4,3,19,32,32,35,35
133,2,1,4,4,2,4,4,3,1,3,3,4,4,5,4,4,4,3,5,4,5,5,4,3,4,4,5,4,5,4,4,4,4,4,5,4,4,4,5,2,4,4,3,3,4,4,3,4,4,4,3,29,42,42,40,36
134,2,5,4,5,5,5,5,3,5,5,5,2,3,1,2,4,4,4,4,1,5,5,3,4,3,3,4,4,5,4,4,2,2,4,2,2,4,3,3,3,3,5,4,5,3,3,5,3,4,5,4,47,30,39,28,41
135,1,2,4,2,4,2,4,2,4,4,2,3,3,2,2,3,2,2,2,2,4,3,3,2,3,3,2,3,3,4,2,4,2,4,3,4,2,3,4,4,4,5,4,5,5,5,5,4,3,5,5,30,25,28,34,46
136,2,3,5,4,3,4,5,2,3,1,1,3,5,3,1,5,4,5,5,2,5,5,3,4,5,2,5,4,5,5,5,5,1,5,5,3,2,4,3,5,5,2,2,5,3,5,5,5,1,5,4,31,38,43,38,37
137,2,5,5,5,5,5,5,5,5,5,5,2,3,2,2,1,2,2,2,2,2,4,5,3,5,5,5,5,4,4,5,3,1,3,3,1,1,3,5,3,3,3,4,5,4,3,5,5,3,2,5,50,20,45,26,39
138,2,1,4,3,2,3,5,1,2,4,3,2,2,1,1,1,4,3,5,4,4,5,5,3,5,5,5,5,4,5,5,2,2,3,1,1,1,2,2,1,1,5,5,5,5,4,5,4,1,5,5,28,27,47,16,44
139,2,1,4,2,1,2,5,1,1,2,1,2,3,1,1,5,2,2,4,1,1,2,3,1,2,3,1,1,3,2,2,4,4,5,3,2,5,5,3,3,4,2,4,4,5,1,4,3,2,5,3,20,22,20,38,33
140,2,3,5,4,3,3,5,2,2,3,1,2,4,1,2,3,3,3,5,2,4,5,4,5,4,4,4,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,31,29,45,48,45
141,2,4,4,5,4,4,5,5,3,3,4,4,4,3,3,3,4,3,2,4,5,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,41,35,47,45,50
142,2,3,4,5,4,5,4,4,3,4,4,3,4,3,3,4,5,4,4,4,3,5,5,4,5,5,4,4,5,5,4,3,1,2,2,2,2,2,4,2,2,4,4,3,4,3,3,4,3,3,4,40,37,46,22,35
143,2,2,3,2,2,2,2,4,3,2,1,1,1,1,1,2,3,1,2,4,2,2,2,2,2,2,4,4,2,1,4,4,4,4,2,2,4,3,4,2,4,4,3,4,5,4,4,4,4,4,4,23,18,25,33,40
144,2,3,5,4,4,4,5,4,2,4,4,4,2,1,4,2,2,3,2,2,4,5,4,5,5,4,4,4,4,5,2,4,4,4,2,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,39,26,42,40,41
145,2,4,5,3,4,5,5,5,4,3,2,2,4,4,3,3,3,1,1,3,2,3,2,5,3,1,2,3,4,1,3,1,2,2,5,3,1,3,3,1,3,2,3,4,3,4,5,3,3,5,5,40,26,27,24,37
146,2,1,5,5,2,5,5,1,2,1,4,5,5,2,2,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,2,2,4,1,5,5,5,5,5,5,5,5,4,5,1,31,40,50,30,45
147,2,3,5,5,5,5,4,5,4,4,4,3,4,4,1,5,3,4,4,4,3,3,5,3,4,5,4,4,4,4,4,2,4,2,4,2,4,2,3,3,2,4,5,4,3,4,4,4,4,2,3,44,35,40,28,37
148,2,1,3,4,4,4,4,2,3,2,2,2,4,2,1,5,4,3,4,4,2,5,4,4,4,5,4,4,3,4,4,2,3,3,4,5,4,4,4,4,4,5,4,5,4,3,5,4,5,5,4,29,31,41,37,44
149,2,2,5,3,3,4,4,4,4,4,2,2,2,4,5,2,2,4,4,4,5,4,4,5,5,4,3,4,3,4,4,2,4,2,4,2,1,1,4,4,5,4,3,3,5,3,4,4,4,2,3,35,34,40,29,35
150,2,4,5,4,4,4,5,5,4,5,4,2,3,2,2,3,2,2,2,2,3,4,4,4,4,5,5,5,4,4,4,3,2,2,3,2,2,3,3,2,3,4,3,3,2,3,3,3,3,2,2,44,23,43,25,28
151,2,3,4,4,4,5,4,4,2,2,4,3,4,2,3,4,2,4,4,3,4,4,5,5,4,5,3,5,4,5,4,5,3,4,4,4,3,5,4,4,5,5,4,3,5,4,4,5,4,4,4,36,33,44,41,42
152,1,2,2,4,2,3,2,1,4,4,2,3,4,2,4,4,4,4,4,5,4,2,5,5,3,4,5,4,5,4,4,4,1,2,4,2,2,4,5,4,2,2,4,2,5,4,4,4,1,4,4,26,38,41,30,34
153,2,1,4,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,3,1,1,2,2,2,4,1,3,1,3,5,5,4,5,5,2,5,5,4,5,4,4,4,1,5,1,4,5,4,5,5,5,15,15,28,43,39
154,1,2,2,2,2,4,4,4,1,3,3,4,3,2,1,2,4,3,4,3,2,4,4,5,4,4,4,4,2,3,4,3,4,2,4,2,4,4,5,3,2,4,5,4,5,4,5,4,1,5,4,27,28,38,33,41
155,2,1,2,2,2,2,4,1,1,1,1,2,3,2,2,3,3,3,3,5,2,5,5,5,4,4,5,5,5,3,2,4,1,5,2,4,1,3,5,3,4,5,5,3,3,5,5,5,5,4,4,17,28,43,32,44
156,2,3,5,5,5,5,5,5,4,4,5,3,4,3,4,4,3,4,4,2,5,5,5,4,5,5,5,5,5,4,4,3,1,3,5,1,2,2,3,1,2,4,5,3,4,3,4,4,3,5,3,46,36,47,23,38
157,1,3,4,5,4,5,5,5,4,5,5,4,3,2,2,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,3,3,5,5,3,2,4,5,4,5,5,5,5,5,5,5,4,5,5,5,45,40,49,39,49
158,2,2,2,2,1,3,3,3,3,3,3,1,2,1,1,2,2,2,2,1,2,4,3,3,4,3,3,3,3,3,3,3,1,4,1,3,3,5,4,5,3,3,3,5,3,3,3,3,3,3,4,25,16,32,32,33
159,2,2,5,3,2,2,4,3,4,2,4,3,3,3,3,2,4,2,2,3,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,3,4,4,5,3,4,3,5,3,4,5,4,1,4,4,31,29,42,40,37
160,2,2,4,5,5,4,4,4,5,4,5,2,2,1,4,5,2,4,4,2,5,5,5,5,5,5,5,5,1,5,5,5,2,4,5,4,5,5,4,5,4,4,5,5,5,5,5,5,4,5,5,42,31,46,43,48
161,2,1,1,3,1,1,1,1,1,1,1,1,3,1,2,3,1,2,4,3,4,5,2,5,5,4,5,3,5,4,3,1,1,4,1,2,1,3,3,1,2,3,3,5,5,4,5,3,1,5,4,12,24,41,19,38
162,2,4,4,5,4,5,4,5,3,5,3,2,5,2,2,2,2,2,3,3,3,5,5,3,4,3,4,5,5,5,5,3,3,4,3,4,3,3,3,4,3,5,5,4,5,5,5,5,5,4,5,42,26,44,33,48
163,1,4,5,5,4,5,5,2,4,4,2,3,4,4,2,4,5,3,4,3,2,5,4,2,5,4,4,5,4,5,5,2,1,2,2,1,2,2,4,1,2,5,5,5,3,3,5,4,5,5,5,40,34,43,19,45
164,2,2,2,4,2,4,4,4,2,2,2,5,4,4,4,4,4,4,4,4,4,1,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,2,5,4,4,4,3,4,4,28,41,40,41,39
165,2,4,4,3,3,4,3,3,2,3,2,2,4,2,2,1,4,1,2,3,2,5,5,5,4,5,4,4,4,4,4,2,1,5,2,1,1,1,3,2,3,3,2,5,5,3,4,2,4,5,4,31,23,44,21,37
166,0,1,3,3,3,2,3,1,2,3,2,3,3,2,2,4,3,3,4,2,4,5,4,2,3,4,3,4,3,3,3,3,3,4,4,1,2,4,3,4,4,4,4,5,5,4,5,4,4,3,5,23,30,34,32,43
167,2,2,4,4,3,4,4,2,2,2,4,1,2,1,1,2,1,1,2,1,2,5,5,3,5,5,5,5,5,4,4,4,2,4,3,3,3,4,4,4,4,3,4,4,5,3,4,4,3,5,4,31,14,46,35,39
168,2,1,1,3,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,2,4,5,3,2,4,4,4,2,4,1,2,2,5,2,4,3,4,1,2,4,3,5,3,4,5,3,2,4,4,16,50,34,26,37
169,1,5,5,4,3,5,5,4,2,4,3,5,5,3,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,1,4,2,4,3,4,5,5,4,4,5,5,4,5,5,5,4,4,5,40,43,50,36,46
170,2,1,3,1,1,1,3,1,5,1,1,1,3,1,1,5,3,2,3,1,2,4,2,1,2,5,1,3,2,1,3,4,5,4,3,2,5,4,3,3,3,4,4,5,3,3,5,3,4,3,5,18,22,24,36,39
171,1,1,2,3,2,3,3,3,3,2,1,3,5,1,1,1,2,3,3,2,1,5,5,4,4,3,4,3,5,4,5,3,1,4,2,2,3,3,3,3,3,3,4,4,5,4,4,5,2,5,4,23,22,42,27,40
172,2,3,2,2,4,1,3,4,3,2,1,3,3,2,1,5,3,1,2,1,2,4,4,2,4,3,3,2,3,5,3,2,2,4,3,1,2,1,3,3,3,3,4,3,5,3,3,3,5,5,3,25,23,33,24,37
173,1,5,5,5,3,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,47,46,48,46,50
174,2,2,1,3,1,3,4,1,2,4,2,5,4,4,5,5,5,4,5,5,4,1,3,3,2,3,2,2,4,3,5,5,4,4,5,4,4,4,5,4,3,4,4,4,4,4,4,3,3,4,4,23,46,28,42,38
175,1,2,2,3,1,4,2,3,2,3,1,4,4,2,2,4,4,4,5,3,3,5,4,2,5,3,3,3,3,4,3,3,3,4,4,4,4,3,2,4,4,5,5,4,5,3,4,4,3,5,4,23,35,35,35,42
176,2,2,4,2,2,5,5,1,1,2,1,1,1,1,2,1,1,2,1,1,3,5,3,4,4,5,5,4,4,4,3,3,5,2,3,1,2,5,1,1,1,4,3,5,4,5,5,1,1,5,5,25,14,41,24,38
177,1,4,4,4,2,2,4,3,4,5,1,3,3,2,4,3,4,2,2,3,5,2,4,5,4,4,5,4,4,5,2,3,4,4,4,4,3,4,5,3,4,4,4,4,5,5,5,5,3,4,4,33,31,39,38,43
178,1,3,3,4,3,4,4,2,2,3,2,2,4,2,2,3,3,3,3,3,4,5,4,4,4,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,4,5,5,5,2,4,5,4,4,4,4,30,29,37,37,42
179,1,1,4,2,4,3,2,2,2,4,1,4,4,3,3,4,2,2,2,4,3,3,4,4,4,4,4,3,3,3,3,2,2,4,2,2,2,1,3,2,2,1,4,4,5,4,4,4,1,4,5,25,31,35,22,36
180,2,3,4,5,3,4,2,2,4,5,4,3,3,4,4,3,3,3,3,3,4,4,2,5,4,3,4,4,4,4,5,3,4,4,4,4,4,1,5,4,3,4,5,5,5,4,5,5,3,3,5,36,33,39,36,44
181,1,3,4,3,4,5,5,3,4,5,3,2,5,1,5,4,4,1,3,2,5,2,3,1,1,2,4,2,2,2,2,4,1,2,5,1,1,2,2,1,5,5,5,5,5,5,5,5,5,4,5,39,32,21,24,49
182,1,1,2,3,1,3,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1,1,3,2,2,2,3,1,3,2,3,4,4,4,3,1,3,4,1,3,3,3,3,5,3,3,5,4,3,5,4,18,12,22,30,38
183,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,5,2,5,4,5,5,5,3,4,5,4,5,5,5,1,5,4,1,1,4,3,1,4,4,5,5,5,5,5,5,4,5,5,47,42,45,29,48
184,1,3,1,2,1,4,2,3,1,1,1,1,2,1,1,2,2,2,2,1,1,4,4,2,4,4,5,4,3,4,4,2,2,4,3,2,3,4,4,3,5,4,4,4,3,5,4,5,4,5,4,19,15,38,32,42
185,1,2,2,2,2,3,4,2,2,3,2,1,2,1,1,2,2,1,1,1,1,4,4,2,4,4,4,4,4,4,1,2,2,4,2,2,3,4,2,3,4,5,5,5,5,5,5,5,5,4,5,24,13,35,28,49
186,2,5,4,5,5,5,4,5,1,3,4,3,3,3,3,3,3,3,3,3,4,2,4,4,3,5,3,5,4,3,3,3,4,3,5,5,4,4,4,2,2,3,4,3,4,3,4,5,2,4,3,41,31,36,36,35
187,2,3,4,4,3,3,2,2,2,2,2,5,4,4,5,3,3,3,4,3,4,4,4,4,4,4,4,3,2,3,3,3,2,4,5,2,2,4,3,2,4,4,5,2,4,3,2,4,3,4,3,27,38,35,31,34
188,1,1,1,4,1,1,4,1,2,3,1,3,5,3,2,2,5,5,5,3,3,1,3,2,1,3,1,4,2,1,2,2,1,5,3,1,3,4,2,3,3,5,5,3,5,4,4,5,5,5,5,19,36,20,27,46
189,2,1,2,2,3,4,2,1,2,2,3,1,3,4,3,2,3,3,4,3,3,4,3,4,4,4,5,3,3,4,3,3,3,3,3,3,4,3,5,5,3,2,2,4,3,3,2,3,2,5,2,22,29,37,35,28
190,2,5,5,5,3,1,1,1,5,5,1,1,1,5,5,1,5,4,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5,5,1,1,1,1,1,4,5,1,5,5,4,3,1,4,1,1,4,32,37,42,25,29
191,2,4,3,3,3,3,3,4,2,3,5,2,4,2,2,2,1,1,3,2,3,5,4,5,4,2,5,3,5,4,5,3,1,3,2,3,1,2,5,3,4,2,3,4,3,5,4,5,3,2,4,33,22,42,27,35
192,1,4,3,4,4,4,4,3,4,4,2,5,3,3,3,4,4,2,2,4,3,1,4,5,5,4,4,4,5,4,4,3,4,4,4,5,4,4,4,4,3,3,4,4,4,4,4,4,2,4,4,36,33,40,39,37
193,1,1,1,3,1,1,1,3,1,1,2,4,3,3,4,3,3,2,2,2,5,2,2,2,1,1,2,2,2,1,3,3,3,5,2,2,3,3,3,3,3,4,2,5,3,4,5,4,3,3,5,15,31,18,30,38
194,1,1,1,4,2,1,1,3,2,5,1,3,5,1,5,1,3,3,3,2,1,2,4,4,4,4,4,4,3,4,3,2,3,5,2,2,4,2,2,1,4,4,4,4,5,4,4,2,3,5,5,21,27,36,27,40
195,2,4,4,5,3,5,3,5,5,5,4,5,5,5,3,2,5,4,5,4,3,3,5,2,4,4,4,4,4,5,5,2,2,2,1,1,3,2,1,1,1,4,2,5,3,2,5,3,3,4,3,43,41,40,16,34
196,1,2,2,3,2,1,2,2,2,1,2,2,2,1,4,2,2,3,4,2,3,4,3,2,2,4,2,2,4,2,4,2,4,4,3,2,3,4,4,1,4,4,2,4,2,3,4,3,3,4,4,19,25,29,31,33
197,2,3,4,4,4,3,4,2,5,5,1,4,4,2,2,5,2,1,5,5,3,2,4,5,4,4,5,4,5,5,5,5,3,5,4,3,1,3,3,5,5,2,3,4,3,4,5,3,2,3,3,35,33,43,37,32
198,2,5,5,5,3,5,4,5,4,3,4,3,3,3,3,3,3,4,4,4,3,1,5,5,5,4,5,5,5,5,4,5,2,5,4,3,5,3,3,5,3,2,3,3,3,3,3,5,2,3,3,43,33,44,38,30
199,1,1,1,2,1,2,2,1,1,1,1,4,4,4,4,4,4,4,5,4,5,3,4,5,4,3,3,3,4,4,4,3,2,3,4,2,1,3,4,3,3,4,3,5,5,5,5,3,4,5,5,13,42,37,28,44
200,1,3,4,3,4,3,3,3,1,2,3,3,3,1,4,4,2,3,3,3,3,5,4,3,4,5,4,4,4,4,3,4,2,5,3,3,4,5,4,2,5,3,4,4,4,3,1,4,4,4,5,29,29,40,37,36
201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,5,3,1,1,5,3,1,5,1,1,1,3,3,1,3,3,3,1,3,2,2,3,3,3,5,1,1,3,3,2,5,1,10,19,22,24,27
202,1,1,3,5,5,3,2,3,1,5,1,3,5,1,5,1,1,3,4,2,3,1,5,1,5,5,5,3,3,5,4,1,3,3,1,3,1,3,3,3,3,4,1,4,3,3,5,3,3,3,4,29,28,37,24,33
203,2,5,5,5,5,5,5,5,4,5,5,1,2,1,2,2,3,1,2,1,2,5,5,3,5,5,5,5,5,5,5,3,2,4,3,4,3,4,5,3,4,4,5,5,4,5,5,5,1,5,5,49,17,48,35,44
204,1,1,1,2,3,1,3,1,1,3,1,5,1,1,1,5,5,1,5,5,5,3,3,3,5,3,5,3,5,4,1,3,5,5,3,3,5,5,4,3,5,5,1,5,1,3,5,1,3,5,3,17,34,35,41,32
205,1,1,2,5,4,4,4,4,4,5,2,5,4,3,4,4,4,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,5,4,4,3,4,4,5,4,4,4,4,5,4,4,4,5,5,5,5,35,44,44,41,45
206,2,1,3,2,4,4,2,1,1,1,1,3,3,2,2,3,2,1,3,2,2,4,3,4,2,4,4,3,3,4,2,3,4,4,4,4,4,5,3,4,3,4,3,3,4,3,2,4,4,4,3,20,23,33,38,34
207,1,2,1,2,1,3,2,4,4,5,3,5,3,2,3,4,3,2,3,3,3,1,3,1,2,3,4,3,4,2,4,5,4,3,3,4,2,3,4,3,4,1,3,4,3,4,2,3,3,4,3,27,31,27,35,30
208,2,4,5,5,4,4,5,4,4,5,4,3,5,2,4,2,4,5,4,4,4,5,5,4,5,5,5,5,4,5,5,4,2,4,3,4,4,5,4,5,4,4,2,3,1,4,3,4,3,5,4,44,37,48,39,33
209,1,1,2,5,1,2,2,1,1,1,4,3,5,1,5,1,5,5,5,5,5,5,1,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,3,5,3,5,3,5,5,3,5,3,20,40,16,46,40
210,2,1,2,4,1,2,2,1,2,2,2,2,4,1,4,4,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,5,2,5,4,5,1,5,5,4,4,4,4,4,4,4,4,2,4,2,3,19,31,20,40,35
211,1,3,2,4,3,4,4,4,2,2,4,2,3,2,3,4,2,4,4,2,4,5,4,4,4,4,4,4,4,3,4,3,1,3,2,2,2,3,4,2,4,4,4,4,3,4,5,4,3,4,4,32,30,40,26,39
212,2,1,2,2,3,4,4,1,1,2,1,3,3,1,1,3,2,2,1,3,1,1,4,2,2,3,1,4,5,2,4,3,4,5,5,3,3,4,3,2,5,5,5,4,5,4,3,5,5,4,5,21,20,28,37,45
213,1,2,2,2,3,5,2,2,2,3,2,5,4,2,3,4,1,3,3,1,3,4,3,3,5,5,5,1,5,5,4,3,5,3,4,3,1,2,3,3,4,3,1,2,5,4,2,4,4,3,4,25,29,40,31,32
214,2,4,5,3,3,4,5,5,3,5,4,3,4,1,4,3,1,3,3,1,3,5,5,2,5,4,5,5,5,5,4,5,5,5,3,3,3,5,5,3,4,2,4,5,3,2,4,2,1,5,3,41,26,45,41,31
215,1,3,3,3,3,3,1,1,1,1,1,5,5,2,2,2,3,1,3,4,2,4,4,5,5,4,5,5,3,5,2,3,1,5,2,1,5,5,3,5,3,1,1,4,4,1,1,3,1,5,1,20,29,42,33,22
216,1,2,3,2,3,2,5,2,3,3,2,2,3,1,3,2,2,2,2,2,2,5,4,5,5,5,5,5,3,5,3,5,4,5,4,4,5,5,3,4,4,5,5,5,4,5,5,4,4,5,5,27,21,45,43,47
217,2,4,5,3,5,5,5,1,5,5,1,2,3,1,1,5,5,3,5,5,1,5,5,1,5,5,5,5,3,5,4,4,1,5,4,1,4,5,4,3,2,5,3,5,5,5,5,4,5,5,5,39,31,43,33,47
218,1,2,5,4,2,5,5,3,2,5,4,2,3,1,1,4,4,3,4,5,4,5,4,3,5,5,4,5,4,4,4,3,5,4,4,4,5,5,5,2,4,3,5,5,1,4,5,4,4,5,2,37,31,43,41,38
219,2,2,2,2,2,2,2,2,4,3,3,2,2,2,4,2,2,2,3,2,2,4,2,2,4,2,4,2,2,4,3,2,4,4,4,3,3,2,4,2,4,4,2,2,2,2,2,2,2,4,2,24,23,29,32,24
220,2,4,5,3,5,4,5,5,5,5,5,1,2,1,1,1,1,1,1,1,1,5,5,2,4,5,4,5,5,5,4,3,1,5,1,1,1,1,3,1,3,5,3,5,3,5,5,5,4,4,5,46,11,44,20,44
221,2,5,5,5,3,5,4,5,3,4,5,2,3,1,1,3,2,2,2,4,1,5,5,4,5,5,3,5,4,4,4,3,3,4,3,2,4,4,3,3,3,5,5,3,5,3,4,4,5,4,3,44,21,44,32,41
222,2,3,2,4,4,4,4,2,4,5,4,3,5,3,2,2,3,3,5,3,4,2,4,2,2,2,4,4,3,4,4,5,1,2,4,3,2,3,4,1,3,4,3,4,4,5,5,4,3,2,5,36,33,31,28,39
223,2,5,5,5,5,5,5,4,1,1,2,5,5,3,1,2,1,5,3,1,5,2,5,3,3,5,5,5,5,4,3,5,5,5,5,3,1,1,3,4,3,5,5,3,3,4,5,5,5,2,3,38,31,40,35,40
224,1,2,2,3,2,2,3,2,2,4,2,2,4,1,3,3,3,2,2,3,3,4,5,4,5,4,4,4,3,5,3,3,3,4,3,1,5,4,1,3,3,3,3,5,4,3,5,2,2,5,5,24,26,41,30,37
225,2,4,3,2,3,2,3,2,3,3,4,3,1,1,2,4,1,3,2,3,4,1,3,5,2,4,5,3,3,4,2,5,5,4,4,5,2,3,1,4,2,3,4,3,4,2,2,3,3,3,2,29,24,32,35,29
226,2,2,4,4,2,3,4,4,2,4,1,1,2,1,2,4,3,4,4,2,2,5,4,2,5,5,4,5,5,5,4,5,2,4,4,2,2,3,4,4,4,5,4,5,4,4,5,4,4,5,3,30,25,44,34,43
227,1,3,3,5,4,3,5,4,3,5,4,5,4,5,4,4,2,5,4,2,4,4,4,3,2,1,1,2,3,4,3,4,2,2,1,3,1,4,3,2,4,5,5,4,5,5,5,5,5,3,5,39,39,27,26,47
228,2,1,3,2,1,2,4,1,1,2,2,2,3,2,2,2,3,2,3,3,2,5,4,4,4,4,4,2,4,4,4,4,1,4,2,3,2,3,2,4,3,4,4,2,4,3,2,4,4,4,3,19,24,39,28,34
229,2,2,2,2,2,2,4,2,2,1,2,3,3,2,2,4,3,3,2,3,2,2,3,2,3,4,3,3,3,3,3,2,2,4,2,2,2,2,4,3,2,4,5,5,4,3,4,3,4,4,4,21,27,29,25,40
230,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,3,2,2,2,4,2,3,3,4,4,4,4,4,4,3,3,4,4,2,4,2,2,4,4,4,3,4,4,2,4,4,4,4,2,4,3,20,27,36,33,35
231,2,1,2,1,3,3,3,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,3,4,2,2,1,3,3,4,2,3,3,2,4,2,2,3,1,5,3,3,5,5,4,5,5,4,5,5,18,12,25,27,44
232,1,1,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,1,2,5,5,5,5,1,1,5,1,1,5,5,5,2,1,5,1,1,1,5,5,5,1,5,5,5,1,5,5,16,14,31,27,42
233,1,1,4,4,2,5,2,1,2,5,1,1,1,1,5,2,1,1,1,1,1,1,5,2,5,4,5,5,5,5,5,4,2,5,2,4,1,5,1,4,5,1,5,3,1,1,1,5,1,4,2,27,15,42,33,24
